air_temp,ghi,cloud_opacity,period_end,period
30,577,0,2024-06-19T14:30:00Z,PT15M
30,615,0,2024-06-19T14:15:00Z,PT15M
30,652,0,2024-06-19T14:00:00Z,PT15M
30,687,0,2024-06-19T13:45:00Z,PT15M
30,720,0,2024-06-19T13:30:00Z,PT15M
30,752,0,2024-06-19T13:15:00Z,PT15M
30,781,0,2024-06-19T13:00:00Z,PT15M
30,808,0,2024-06-19T12:45:00Z,PT15M
29,833,0,2024-06-19T12:30:00Z,PT15M
29,855,0,2024-06-19T12:15:00Z,PT15M
29,874,0,2024-06-19T12:00:00Z,PT15M
29,890,0,2024-06-19T11:45:00Z,PT15M
29,904,0,2024-06-19T11:30:00Z,PT15M
28,914,0,2024-06-19T11:15:00Z,PT15M
28,915,1,2024-06-19T11:00:00Z,PT15M
28,886,4,2024-06-19T10:45:00Z,PT15M
28,920,1,2024-06-19T10:30:00Z,PT15M
28,925,0,2024-06-19T10:15:00Z,PT15M
27,920,0,2024-06-19T10:00:00Z,PT15M
27,912,0,2024-06-19T09:45:00Z,PT15M
27,901,0,2024-06-19T09:30:00Z,PT15M
26,887,0,2024-06-19T09:15:00Z,PT15M
26,870,0,2024-06-19T09:00:00Z,PT15M
26,851,0,2024-06-19T08:45:00Z,PT15M
25,829,0,2024-06-19T08:30:00Z,PT15M
25,804,0,2024-06-19T08:15:00Z,PT15M
25,776,0,2024-06-19T08:00:00Z,PT15M
24,746,0,2024-06-19T07:45:00Z,PT15M
24,713,0,2024-06-19T07:30:00Z,PT15M
24,679,0,2024-06-19T07:15:00Z,PT15M
23,643,0,2024-06-19T07:00:00Z,PT15M
23,605,0,2024-06-19T06:45:00Z,PT15M
22,566,0,2024-06-19T06:30:00Z,PT15M
22,526,0,2024-06-19T06:15:00Z,PT15M
21,484,0,2024-06-19T06:00:00Z,PT15M
21,442,0,2024-06-19T05:45:00Z,PT15M
21,399,0,2024-06-19T05:30:00Z,PT15M
20,356,0,2024-06-19T05:15:00Z,PT15M
20,313,0,2024-06-19T05:00:00Z,PT15M
19,270,0,2024-06-19T04:45:00Z,PT15M
19,228,0,2024-06-19T04:30:00Z,PT15M
18,188,0,2024-06-19T04:15:00Z,PT15M
18,148,0,2024-06-19T04:00:00Z,PT15M
18,111,0,2024-06-19T03:45:00Z,PT15M
17,77,0,2024-06-19T03:30:00Z,PT15M
17,46,0,2024-06-19T03:15:00Z,PT15M
17,19,11,2024-06-19T03:00:00Z,PT15M
17,3,0,2024-06-19T02:45:00Z,PT15M
17,0,15,2024-06-19T02:30:00Z,PT15M
17,0,19,2024-06-19T02:15:00Z,PT15M
17,0,4,2024-06-19T02:00:00Z,PT15M
17,0,0,2024-06-19T01:45:00Z,PT15M
17,0,0,2024-06-19T01:30:00Z,PT15M
17,0,0,2024-06-19T01:15:00Z,PT15M
17,0,4,2024-06-19T01:00:00Z,PT15M
17,0,12,2024-06-19T00:45:00Z,PT15M
17,0,8,2024-06-19T00:30:00Z,PT15M
17,0,11,2024-06-19T00:15:00Z,PT15M
17,0,15,2024-06-19,PT15M
18,0,16,2024-06-18T23:45:00Z,PT15M
18,0,4,2024-06-18T23:30:00Z,PT15M
18,0,13,2024-06-18T23:15:00Z,PT15M
18,0,18,2024-06-18T23:00:00Z,PT15M
18,0,17,2024-06-18T22:45:00Z,PT15M
18,0,19,2024-06-18T22:30:00Z,PT15M
18,0,8,2024-06-18T22:15:00Z,PT15M
18,0,0,2024-06-18T22:00:00Z,PT15M
18,0,0,2024-06-18T21:45:00Z,PT15M
19,0,0,2024-06-18T21:30:00Z,PT15M
19,0,9,2024-06-18T21:15:00Z,PT15M
19,0,21,2024-06-18T21:00:00Z,PT15M
19,0,25,2024-06-18T20:45:00Z,PT15M
19,0,31,2024-06-18T20:30:00Z,PT15M
19,0,33,2024-06-18T20:15:00Z,PT15M
19,0,30,2024-06-18T20:00:00Z,PT15M
20,0,30,2024-06-18T19:45:00Z,PT15M
20,0,25,2024-06-18T19:30:00Z,PT15M
20,0,25,2024-06-18T19:15:00Z,PT15M
20,0,28,2024-06-18T19:00:00Z,PT15M
21,0,31,2024-06-18T18:45:00Z,PT15M
21,0,30,2024-06-18T18:30:00Z,PT15M
22,6,30,2024-06-18T18:15:00Z,PT15M
22,25,22,2024-06-18T18:00:00Z,PT15M
23,54,9,2024-06-18T17:45:00Z,PT15M
24,92,0,2024-06-18T17:30:00Z,PT15M
24,127,0,2024-06-18T17:15:00Z,PT15M
25,165,0,2024-06-18T17:00:00Z,PT15M
25,204,0,2024-06-18T16:45:00Z,PT15M
26,245,0,2024-06-18T16:30:00Z,PT15M
26,287,0,2024-06-18T16:15:00Z,PT15M
26,329,0,2024-06-18T16:00:00Z,PT15M
26,372,0,2024-06-18T15:45:00Z,PT15M
27,414,0,2024-06-18T15:30:00Z,PT15M
27,456,0,2024-06-18T15:15:00Z,PT15M
27,498,0,2024-06-18T15:00:00Z,PT15M
27,539,0,2024-06-18T14:45:00Z,PT15M
27,579,0,2024-06-18T14:30:00Z,PT15M
27,618,0,2024-06-18T14:15:00Z,PT15M
27,655,0,2024-06-18T14:00:00Z,PT15M
27,691,0,2024-06-18T13:45:00Z,PT15M
27,725,0,2024-06-18T13:30:00Z,PT15M
27,757,0,2024-06-18T13:15:00Z,PT15M
27,786,0,2024-06-18T13:00:00Z,PT15M
27,813,0,2024-06-18T12:45:00Z,PT15M
27,838,0,2024-06-18T12:30:00Z,PT15M
27,860,0,2024-06-18T12:15:00Z,PT15M
27,878,0,2024-06-18T12:00:00Z,PT15M
27,893,0,2024-06-18T11:45:00Z,PT15M
27,904,0,2024-06-18T11:30:00Z,PT15M
27,913,0,2024-06-18T11:15:00Z,PT15M
26,919,0,2024-06-18T11:00:00Z,PT15M
26,923,0,2024-06-18T10:45:00Z,PT15M
26,925,0,2024-06-18T10:30:00Z,PT15M
26,923,0,2024-06-18T10:15:00Z,PT15M
26,918,0,2024-06-18T10:00:00Z,PT15M
25,909,0,2024-06-18T09:45:00Z,PT15M
25,898,0,2024-06-18T09:30:00Z,PT15M
25,884,0,2024-06-18T09:15:00Z,PT15M
25,867,0,2024-06-18T09:00:00Z,PT15M
24,846,0,2024-06-18T08:45:00Z,PT15M
